cement,slag,fly_ash,water,superplasticizer,course_aggregate,fine_aggregate,age,strength,,cement_2,slag_2,fly_ash_2,water_2,superplasticizer_2,course_aggregate_2,fine_aggregate_2,age_2
194.7,0,100.5,165.6,7.5,1006.4,905.9,56,33.96,,37908.09,0,10100.25,27423.36,56.25,1012840.96,820654.81,3136
194.7,0,100.5,165.6,7.5,1006.4,905.9,100,37.34,,37908.09,0,10100.25,27423.36,56.25,1012840.96,820654.81,10000
190.7,0,125.4,162.1,7.8,1090,804,3,15.04,,36366.49,0,15725.16,26276.41,60.84,1188100,646416,9
190.7,0,125.4,162.1,7.8,1090,804,14,21.06,,36366.49,0,15725.16,26276.41,60.84,1188100,646416,196
190.7,0,125.4,162.1,7.8,1090,804,28,26.4,,36366.49,0,15725.16,26276.41,60.84,1188100,646416,784
190.7,0,125.4,162.1,7.8,1090,804,56,35.34,,36366.49,0,15725.16,26276.41,60.84,1188100,646416,3136
190.7,0,125.4,162.1,7.8,1090,804,100,40.57,,36366.49,0,15725.16,26276.41,60.84,1188100,646416,10000
212.1,0,121.6,180.3,5.7,1057.6,779.3,3,12.47,,44986.41,0,14786.56,32508.09,32.49,1118517.76,607308.49,9
212.1,0,121.6,180.3,5.7,1057.6,779.3,14,20.92,,44986.41,0,14786.56,32508.09,32.49,1118517.76,607308.49,196
212.1,0,121.6,180.3,5.7,1057.6,779.3,28,24.9,,44986.41,0,14786.56,32508.09,32.49,1118517.76,607308.49,784
212.1,0,121.6,180.3,5.7,1057.6,779.3,56,34.2,,44986.41,0,14786.56,32508.09,32.49,1118517.76,607308.49,3136
212.1,0,121.6,180.3,5.7,1057.6,779.3,100,39.61,,44986.41,0,14786.56,32508.09,32.49,1118517.76,607308.49,10000
230,0,118.3,195.5,4.6,1029.4,758.6,3,10.03,,52900,0,13994.89,38220.25,21.16,1059664.36,575473.96,9
230,0,118.3,195.5,4.6,1029.4,758.6,14,20.08,,52900,0,13994.89,38220.25,21.16,1059664.36,575473.96,196
230,0,118.3,195.5,4.6,1029.4,758.6,28,24.48,,52900,0,13994.89,38220.25,21.16,1059664.36,575473.96,784
230,0,118.3,195.5,4.6,1029.4,758.6,56,31.54,,52900,0,13994.89,38220.25,21.16,1059664.36,575473.96,3136
230,0,118.3,195.5,4.6,1029.4,758.6,100,35.34,,52900,0,13994.89,38220.25,21.16,1059664.36,575473.96,10000
190.3,0,125.2,161.9,9.9,1088.1,802.6,3,9.45,,36214.09,0,15675.04,26211.61,98.01,1183961.61,644166.76,9
190.3,0,125.2,161.9,9.9,1088.1,802.6,14,22.72,,36214.09,0,15675.04,26211.61,98.01,1183961.61,644166.76,196
190.3,0,125.2,161.9,9.9,1088.1,802.6,28,28.47,,36214.09,0,15675.04,26211.61,98.01,1183961.61,644166.76,784
190.3,0,125.2,161.9,9.9,1088.1,802.6,56,38.56,,36214.09,0,15675.04,26211.61,98.01,1183961.61,644166.76,3136
190.3,0,125.2,161.9,9.9,1088.1,802.6,100,40.39,,36214.09,0,15675.04,26211.61,98.01,1183961.61,644166.76,10000
166.1,0,163.3,176.5,4.5,1058.6,780.1,3,10.76,,27589.21,0,26666.89,31152.25,20.25,1120633.96,608556.01,9
166.1,0,163.3,176.5,4.5,1058.6,780.1,14,25.48,,27589.21,0,26666.89,31152.25,20.25,1120633.96,608556.01,196
166.1,0,163.3,176.5,4.5,1058.6,780.1,28,21.54,,27589.21,0,26666.89,31152.25,20.25,1120633.96,608556.01,784
166.1,0,163.3,176.5,4.5,1058.6,780.1,56,28.63,,27589.21,0,26666.89,31152.25,20.25,1120633.96,608556.01,3136
166.1,0,163.3,176.5,4.5,1058.6,780.1,100,33.54,,27589.21,0,26666.89,31152.25,20.25,1120633.96,608556.01,10000
168,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75,,28224,1772.41,26830.44,14835.24,32.49,1120845.69,608556.01,9
168,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82,,28224,1772.41,26830.44,14835.24,32.49,1120845.69,608556.01,196
168,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24,,28224,1772.41,26830.44,14835.24,32.49,1120845.69,608556.01,784
168,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,,28224,1772.41,26830.44,14835.24,32.49,1120845.69,608556.01,3136
168,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,,28224,1772.41,26830.44,14835.24,32.49,1120845.69,608556.01,10000
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,3,18,,45667.69,9623.61,600.25,33014.89,47.61,1135929.64,616853.16,9
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,14,30.39,,45667.69,9623.61,600.25,33014.89,47.61,1135929.64,616853.16,196
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71,,45667.69,9623.61,600.25,33014.89,47.61,1135929.64,616853.16,784
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,,45667.69,9623.61,600.25,33014.89,47.61,1135929.64,616853.16,3136
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,,45667.69,9623.61,600.25,33014.89,47.61,1135929.64,616853.16,10000
213.8,98.1,24.5,181.7,6.7,1066,785.5,3,13.18,,45710.44,9623.61,600.25,33014.89,44.89,1136356,617010.25,9
213.8,98.1,24.5,181.7,6.7,1066,785.5,14,17.84,,45710.44,9623.61,600.25,33014.89,44.89,1136356,617010.25,196
213.8,98.1,24.5,181.7,6.7,1066,785.5,28,40.23,,45710.44,9623.61,600.25,33014.89,44.89,1136356,617010.25,784
213.8,98.1,24.5,181.7,6.7,1066,785.5,56,47.13,,45710.44,9623.61,600.25,33014.89,44.89,1136356,617010.25,3136
213.8,98.1,24.5,181.7,6.7,1066,785.5,100,49.97,,45710.44,9623.61,600.25,33014.89,44.89,1136356,617010.25,10000
229.7,0,118.2,195.2,6.1,1028.1,757.6,3,13.36,,52762.09,0,13971.24,38103.04,37.21,1056989.61,573957.76,9
229.7,0,118.2,195.2,6.1,1028.1,757.6,14,22.32,,52762.09,0,13971.24,38103.04,37.21,1056989.61,573957.76,196
229.7,0,118.2,195.2,6.1,1028.1,757.6,28,24.54,,52762.09,0,13971.24,38103.04,37.21,1056989.61,573957.76,784
229.7,0,118.2,195.2,6.1,1028.1,757.6,56,31.35,,52762.09,0,13971.24,38103.04,37.21,1056989.61,573957.76,3136
229.7,0,118.2,195.2,6.1,1028.1,757.6,100,40.86,,52762.09,0,13971.24,38103.04,37.21,1056989.61,573957.76,10000
238.1,0,94.1,186.7,7,949.9,847,3,19.93,,56691.61,0,8854.81,34856.89,49,902310.01,717409,9
238.1,0,94.1,186.7,7,949.9,847,14,25.69,,56691.61,0,8854.81,34856.89,49,902310.01,717409,196
238.1,0,94.1,186.7,7,949.9,847,28,30.23,,56691.61,0,8854.81,34856.89,49,902310.01,717409,784
238.1,0,94.1,186.7,7,949.9,847,56,39.59,,56691.61,0,8854.81,34856.89,49,902310.01,717409,3136
238.1,0,94.1,186.7,7,949.9,847,100,44.3,,56691.61,0,8854.81,34856.89,49,902310.01,717409,10000
250,0,95.7,187.4,5.5,956.9,861.2,3,13.82,,62500,0,9158.49,35118.76,30.25,915657.61,741665.44,9
250,0,95.7,187.4,5.5,956.9,861.2,14,24.92,,62500,0,9158.49,35118.76,30.25,915657.61,741665.44,196
250,0,95.7,187.4,5.5,956.9,861.2,28,29.22,,62500,0,9158.49,35118.76,30.25,915657.61,741665.44,784
250,0,95.7,187.4,5.5,956.9,861.2,56,38.33,,62500,0,9158.49,35118.76,30.25,915657.61,741665.44,3136
250,0,95.7,187.4,5.5,956.9,861.2,100,42.35,,62500,0,9158.49,35118.76,30.25,915657.61,741665.44,10000
212.5,0,100.4,159.3,8.7,1007.8,903.6,3,13.54,,45156.25,0,10080.16,25376.49,75.69,1015660.84,816492.96,9
212.5,0,100.4,159.3,8.7,1007.8,903.6,14,26.31,,45156.25,0,10080.16,25376.49,75.69,1015660.84,816492.96,196
212.5,0,100.4,159.3,8.7,1007.8,903.6,28,31.64,,45156.25,0,10080.16,25376.49,75.69,1015660.84,816492.96,784
212.5,0,100.4,159.3,8.7,1007.8,903.6,56,42.55,,45156.25,0,10080.16,25376.49,75.69,1015660.84,816492.96,3136
212.5,0,100.4,159.3,8.7,1007.8,903.6,100,42.92,,45156.25,0,10080.16,25376.49,75.69,1015660.84,816492.96,10000
212.6,0,100.4,159.4,10.4,1003.8,903.8,3,13.33,,45198.76,0,10080.16,25408.36,108.16,1007614.44,816854.44,9
212.6,0,100.4,159.4,10.4,1003.8,903.8,14,25.37,,45198.76,0,10080.16,25408.36,108.16,1007614.44,816854.44,196
212.6,0,100.4,159.4,10.4,1003.8,903.8,28,37.4,,45198.76,0,10080.16,25408.36,108.16,1007614.44,816854.44,784
212.6,0,100.4,159.4,10.4,1003.8,903.8,56,44.4,,45198.76,0,10080.16,25408.36,108.16,1007614.44,816854.44,3136
212.6,0,100.4,159.4,10.4,1003.8,903.8,100,47.74,,45198.76,0,10080.16,25408.36,108.16,1007614.44,816854.44,10000
212,0,124.8,159,7.8,1085.4,799.5,3,19.52,,44944,0,15575.04,25281,60.84,1178093.16,639200.25,9
212,0,124.8,159,7.8,1085.4,799.5,14,31.35,,44944,0,15575.04,25281,60.84,1178093.16,639200.25,196
212,0,124.8,159,7.8,1085.4,799.5,28,38.5,,44944,0,15575.04,25281,60.84,1178093.16,639200.25,784
212,0,124.8,159,7.8,1085.4,799.5,56,45.08,,44944,0,15575.04,25281,60.84,1178093.16,639200.25,3136
212,0,124.8,159,7.8,1085.4,799.5,100,47.82,,44944,0,15575.04,25281,60.84,1178093.16,639200.25,10000
231.8,0,121.6,174,6.7,1056.4,778.5,3,15.44,,53731.24,0,14786.56,30276,44.89,1115980.96,606062.25,9
231.8,0,121.6,174,6.7,1056.4,778.5,14,26.77,,53731.24,0,14786.56,30276,44.89,1115980.96,606062.25,196
231.8,0,121.6,174,6.7,1056.4,778.5,28,33.73,,53731.24,0,14786.56,30276,44.89,1115980.96,606062.25,784
231.8,0,121.6,174,6.7,1056.4,778.5,56,42.7,,53731.24,0,14786.56,30276,44.89,1115980.96,606062.25,3136
231.8,0,121.6,174,6.7,1056.4,778.5,100,45.84,,53731.24,0,14786.56,30276,44.89,1115980.96,606062.25,10000
251.4,0,118.3,188.5,5.8,1028.4,757.7,3,17.22,,63201.96,0,13994.89,35532.25,33.64,1057606.56,574109.29,9
251.4,0,118.3,188.5,5.8,1028.4,757.7,14,29.93,,63201.96,0,13994.89,35532.25,33.64,1057606.56,574109.29,196
251.4,0,118.3,188.5,5.8,1028.4,757.7,28,29.65,,63201.96,0,13994.89,35532.25,33.64,1057606.56,574109.29,784
251.4,0,118.3,188.5,5.8,1028.4,757.7,56,36.97,,63201.96,0,13994.89,35532.25,33.64,1057606.56,574109.29,3136
251.4,0,118.3,188.5,5.8,1028.4,757.7,100,43.58,,63201.96,0,13994.89,35532.25,33.64,1057606.56,574109.29,10000
251.4,0,118.3,188.5,6.4,1028.4,757.7,3,13.12,,63201.96,0,13994.89,35532.25,40.96,1057606.56,574109.29,9
251.4,0,118.3,188.5,6.4,1028.4,757.7,14,24.43,,63201.96,0,13994.89,35532.25,40.96,1057606.56,574109.29,196
251.4,0,118.3,188.5,6.4,1028.4,757.7,28,32.66,,63201.96,0,13994.89,35532.25,40.96,1057606.56,574109.29,784
251.4,0,118.3,188.5,6.4,1028.4,757.7,56,36.64,,63201.96,0,13994.89,35532.25,40.96,1057606.56,574109.29,3136
251.4,0,118.3,188.5,6.4,1028.4,757.7,100,44.21,,63201.96,0,13994.89,35532.25,40.96,1057606.56,574109.29,10000
181.4,0,167,169.6,7.6,1055.6,777.8,3,13.62,,32905.96,0,27889,28764.16,57.76,1114291.36,604972.84,9
181.4,0,167,169.6,7.6,1055.6,777.8,14,21.6,,32905.96,0,27889,28764.16,57.76,1114291.36,604972.84,196
181.4,0,167,169.6,7.6,1055.6,777.8,28,27.77,,32905.96,0,27889,28764.16,57.76,1114291.36,604972.84,784
181.4,0,167,169.6,7.6,1055.6,777.8,56,35.57,,32905.96,0,27889,28764.16,57.76,1114291.36,604972.84,3136
181.4,0,167,169.6,7.6,1055.6,777.8,100,45.37,,32905.96,0,27889,28764.16,57.76,1114291.36,604972.84,10000
182,45.2,122,170.2,8.2,1059.4,780.7,3,7.32,,33124,2043.04,14884,28968.04,67.24,1122328.36,609492.49,9
182,45.2,122,170.2,8.2,1059.4,780.7,14,21.5,,33124,2043.04,14884,28968.04,67.24,1122328.36,609492.49,196
182,45.2,122,170.2,8.2,1059.4,780.7,28,31.27,,33124,2043.04,14884,28968.04,67.24,1122328.36,609492.49,784
182,45.2,122,170.2,8.2,1059.4,780.7,56,43.5,,33124,2043.04,14884,28968.04,67.24,1122328.36,609492.49,3136
182,45.2,122,170.2,8.2,1059.4,780.7,100,48.67,,33124,2043.04,14884,28968.04,67.24,1122328.36,609492.49,10000
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,,28527.21,1780.84,15450.49,25058.89,116.64,1168128.64,633934.44,9
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51,,28527.21,1780.84,15450.49,25058.89,116.64,1168128.64,633934.44,196
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,,28527.21,1780.84,15450.49,25058.89,116.64,1168128.64,633934.44,784
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15,,28527.21,1780.84,15450.49,25058.89,116.64,1168128.64,633934.44,3136
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,,28527.21,1780.84,15450.49,25058.89,116.64,1168128.64,633934.44,10000
290.4,0,96.2,168.1,9.4,961.2,865,3,22.5,,84332.16,0,9254.44,28257.61,88.36,923905.44,748225,9
290.4,0,96.2,168.1,9.4,961.2,865,14,34.67,,84332.16,0,9254.44,28257.61,88.36,923905.44,748225,196
290.4,0,96.2,168.1,9.4,961.2,865,28,34.74,,84332.16,0,9254.44,28257.61,88.36,923905.44,748225,784
290.4,0,96.2,168.1,9.4,961.2,865,56,45.08,,84332.16,0,9254.44,28257.61,88.36,923905.44,748225,3136
290.4,0,96.2,168.1,9.4,961.2,865,100,48.97,,84332.16,0,9254.44,28257.61,88.36,923905.44,748225,10000
277.1,0,97.4,160.6,11.8,973.9,875.6,3,23.14,,76784.41,0,9486.76,25792.36,139.24,948481.21,766675.36,9
277.1,0,97.4,160.6,11.8,973.9,875.6,14,41.89,,76784.41,0,9486.76,25792.36,139.24,948481.21,766675.36,196
277.1,0,97.4,160.6,11.8,973.9,875.6,28,48.28,,76784.41,0,9486.76,25792.36,139.24,948481.21,766675.36,784
277.1,0,97.4,160.6,11.8,973.9,875.6,56,51.04,,76784.41,0,9486.76,25792.36,139.24,948481.21,766675.36,3136
277.1,0,97.4,160.6,11.8,973.9,875.6,100,55.64,,76784.41,0,9486.76,25792.36,139.24,948481.21,766675.36,10000
295.7,0,95.6,171.5,8.9,955.1,859.2,3,22.95,,87438.49,0,9139.36,29412.25,79.21,912216.01,738224.64,9
295.7,0,95.6,171.5,8.9,955.1,859.2,14,35.23,,87438.49,0,9139.36,29412.25,79.21,912216.01,738224.64,196
295.7,0,95.6,171.5,8.9,955.1,859.2,28,39.94,,87438.49,0,9139.36,29412.25,79.21,912216.01,738224.64,784
295.7,0,95.6,171.5,8.9,955.1,859.2,56,48.72,,87438.49,0,9139.36,29412.25,79.21,912216.01,738224.64,3136
295.7,0,95.6,171.5,8.9,955.1,859.2,100,52.04,,87438.49,0,9139.36,29412.25,79.21,912216.01,738224.64,10000
251.8,0,99.9,146.1,12.4,1006,899.8,3,21.02,,63403.24,0,9980.01,21345.21,153.76,1012036,809640.04,9
251.8,0,99.9,146.1,12.4,1006,899.8,14,33.36,,63403.24,0,9980.01,21345.21,153.76,1012036,809640.04,196
251.8,0,99.9,146.1,12.4,1006,899.8,28,33.94,,63403.24,0,9980.01,21345.21,153.76,1012036,809640.04,784
251.8,0,99.9,146.1,12.4,1006,899.8,56,44.14,,63403.24,0,9980.01,21345.21,153.76,1012036,809640.04,3136
251.8,0,99.9,146.1,12.4,1006,899.8,100,45.37,,63403.24,0,9980.01,21345.21,153.76,1012036,809640.04,10000
249.1,0,98.8,158.1,12.8,987.8,889,3,15.36,,62050.81,0,9761.44,24995.61,163.84,975748.84,790321,9
249.1,0,98.8,158.1,12.8,987.8,889,14,28.68,,62050.81,0,9761.44,24995.61,163.84,975748.84,790321,196
249.1,0,98.8,158.1,12.8,987.8,889,28,30.85,,62050.81,0,9761.44,24995.61,163.84,975748.84,790321,784
249.1,0,98.8,158.1,12.8,987.8,889,56,42.03,,62050.81,0,9761.44,24995.61,163.84,975748.84,790321,3136
249.1,0,98.8,158.1,12.8,987.8,889,100,51.06,,62050.81,0,9761.44,24995.61,163.84,975748.84,790321,10000
252.3,0,98.8,146.3,14.2,987.8,889,3,21.78,,63655.29,0,9761.44,21403.69,201.64,975748.84,790321,9
252.3,0,98.8,146.3,14.2,987.8,889,14,42.29,,63655.29,0,9761.44,21403.69,201.64,975748.84,790321,196
252.3,0,98.8,146.3,14.2,987.8,889,28,50.6,,63655.29,0,9761.44,21403.69,201.64,975748.84,790321,784
252.3,0,98.8,146.3,14.2,987.8,889,56,55.83,,63655.29,0,9761.44,21403.69,201.64,975748.84,790321,3136
252.3,0,98.8,146.3,14.2,987.8,889,100,60.95,,63655.29,0,9761.44,21403.69,201.64,975748.84,790321,10000
246.8,0,125.1,143.3,12,1086.8,800.9,3,23.52,,60910.24,0,15650.01,20534.89,144,1181134.24,641440.81,9
246.8,0,125.1,143.3,12,1086.8,800.9,14,42.22,,60910.24,0,15650.01,20534.89,144,1181134.24,641440.81,196
246.8,0,125.1,143.3,12,1086.8,800.9,28,52.5,,60910.24,0,15650.01,20534.89,144,1181134.24,641440.81,784
246.8,0,125.1,143.3,12,1086.8,800.9,56,60.32,,60910.24,0,15650.01,20534.89,144,1181134.24,641440.81,3136
246.8,0,125.1,143.3,12,1086.8,800.9,100,66.42,,60910.24,0,15650.01,20534.89,144,1181134.24,641440.81,10000
275.1,0,121.4,159.5,9.9,1053.6,777.5,3,23.8,,75680.01,0,14737.96,25440.25,98.01,1110072.96,604506.25,9
275.1,0,121.4,159.5,9.9,1053.6,777.5,14,38.77,,75680.01,0,14737.96,25440.25,98.01,1110072.96,604506.25,196
275.1,0,121.4,159.5,9.9,1053.6,777.5,28,51.33,,75680.01,0,14737.96,25440.25,98.01,1110072.96,604506.25,784
275.1,0,121.4,159.5,9.9,1053.6,777.5,56,56.85,,75680.01,0,14737.96,25440.25,98.01,1110072.96,604506.25,3136
275.1,0,121.4,159.5,9.9,1053.6,777.5,100,58.61,,75680.01,0,14737.96,25440.25,98.01,1110072.96,604506.25,10000
297.2,0,117.5,174.8,9.5,1022.8,753.5,3,21.91,,88327.84,0,13806.25,30555.04,90.25,1046119.84,567762.25,9
297.2,0,117.5,174.8,9.5,1022.8,753.5,14,36.99,,88327.84,0,13806.25,30555.04,90.25,1046119.84,567762.25,196
297.2,0,117.5,174.8,9.5,1022.8,753.5,28,47.4,,88327.84,0,13806.25,30555.04,90.25,1046119.84,567762.25,784
297.2,0,117.5,174.8,9.5,1022.8,753.5,56,51.96,,88327.84,0,13806.25,30555.04,90.25,1046119.84,567762.25,3136
297.2,0,117.5,174.8,9.5,1022.8,753.5,100,56.74,,88327.84,0,13806.25,30555.04,90.25,1046119.84,567762.25,10000
213.7,0,174.7,154.8,10.2,1053.5,776.4,3,17.57,,45667.69,0,30520.09,23963.04,104.04,1109862.25,602796.96,9
213.7,0,174.7,154.8,10.2,1053.5,776.4,14,33.73,,45667.69,0,30520.09,23963.04,104.04,1109862.25,602796.96,196
213.7,0,174.7,154.8,10.2,1053.5,776.4,28,40.15,,45667.69,0,30520.09,23963.04,104.04,1109862.25,602796.96,784
213.7,0,174.7,154.8,10.2,1053.5,776.4,56,46.64,,45667.69,0,30520.09,23963.04,104.04,1109862.25,602796.96,3136
213.7,0,174.7,154.8,10.2,1053.5,776.4,100,50.08,,45667.69,0,30520.09,23963.04,104.04,1109862.25,602796.96,10000
213.5,0,174.2,154.6,11.7,1052.3,775.5,3,17.37,,45582.25,0,30345.64,23901.16,136.89,1107335.29,601400.25,9
213.5,0,174.2,154.6,11.7,1052.3,775.5,14,33.7,,45582.25,0,30345.64,23901.16,136.89,1107335.29,601400.25,196
213.5,0,174.2,154.6,11.7,1052.3,775.5,28,45.94,,45582.25,0,30345.64,23901.16,136.89,1107335.29,601400.25,784
213.5,0,174.2,154.6,11.7,1052.3,775.5,56,51.43,,45582.25,0,30345.64,23901.16,136.89,1107335.29,601400.25,3136
213.5,0,174.2,154.6,11.7,1052.3,775.5,100,59.3,,45582.25,0,30345.64,23901.16,136.89,1107335.29,601400.25,10000
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,,76839.84,9564.84,600.25,25824.49,125.44,1127206.89,612306.25,9
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,,76839.84,9564.84,600.25,25824.49,125.44,1127206.89,612306.25,196
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,,76839.84,9564.84,600.25,25824.49,125.44,1127206.89,612306.25,784
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,,76839.84,9564.84,600.25,25824.49,125.44,1127206.89,612306.25,3136
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,,76839.84,9564.84,600.25,25824.49,125.44,1127206.89,612306.25,10000
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,,47611.24,2981.16,15326.44,19824.64,141.61,1157130.49,628373.29,9
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,,47611.24,2981.16,15326.44,19824.64,141.61,1157130.49,628373.29,196
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,,47611.24,2981.16,15326.44,19824.64,141.61,1157130.49,628373.29,784
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,,47611.24,2981.16,15326.44,19824.64,141.61,1157130.49,628373.29,3136
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,,47611.24,2981.16,15326.44,19824.64,141.61,1157130.49,628373.29,10000
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,,46182.01,2894.44,14859.61,24211.36,92.16,1028804.49,609336.36,9
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,,46182.01,2894.44,14859.61,24211.36,92.16,1028804.49,609336.36,196
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,,46182.01,2894.44,14859.61,24211.36,92.16,1028804.49,609336.36,784
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,,46182.01,2894.44,14859.61,24211.36,92.16,1028804.49,609336.36,3136
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,,46182.01,2894.44,14859.61,24211.36,92.16,1028804.49,609336.36,10000
218.9,0,124.1,158.5,11.3,1078.7,794.9,3,15.34,,47917.21,0,15400.81,25122.25,127.69,1163593.69,631866.01,9
218.9,0,124.1,158.5,11.3,1078.7,794.9,14,26.05,,47917.21,0,15400.81,25122.25,127.69,1163593.69,631866.01,196
218.9,0,124.1,158.5,11.3,1078.7,794.9,28,30.22,,47917.21,0,15400.81,25122.25,127.69,1163593.69,631866.01,784
218.9,0,124.1,158.5,11.3,1078.7,794.9,56,37.27,,47917.21,0,15400.81,25122.25,127.69,1163593.69,631866.01,3136
218.9,0,124.1,158.5,11.3,1078.7,794.9,100,46.23,,47917.21,0,15400.81,25122.25,127.69,1163593.69,631866.01,10000
